epoch,trn_perf_Acc,trn_perf_F1,trn_perf_loss,val_perf_Acc,val_perf_F1,val_perf_loss
0,0.29762449860572815,0.1702614575624466,5.5098419189453125,0.29247015714645386,0.11825121939182281,5.307266712188721
1,0.3008951246738434,0.17415811121463776,5.160429954528809,0.28833791613578796,0.15623651444911957,6.620311737060547
2,0.2972802519798279,0.17342625558376312,4.988945960998535,0.32736456394195557,0.1505138874053955,4.516915798187256
3,0.30296075344085693,0.17506174743175507,5.322275638580322,0.2874196469783783,0.1679425984621048,5.426924705505371
4,0.30416572093963623,0.17770002782344818,5.071248531341553,0.3572084605693817,0.15172415971755981,4.9059858322143555
5,0.30232957005500793,0.1764543056488037,5.2032270431518555,0.3195592164993286,0.15910585224628448,7.091360569000244
6,0.30605921149253845,0.18495410680770874,5.1781487464904785,0.2851239740848541,0.14477317035198212,6.224201202392578
7,0.2942391633987427,0.17377974092960358,5.3594160079956055,0.23278236389160156,0.17774252593517303,5.489010810852051
8,0.29705071449279785,0.17276795208454132,5.108081340789795,0.33011937141418457,0.17335960268974304,5.512430667877197
9,0.3031902611255646,0.1792842149734497,4.930444240570068,0.33654728531837463,0.14283747971057892,5.557084083557129
10,0.3003213107585907,0.18072016537189484,5.010098934173584,0.31450873613357544,0.12799929082393646,4.256757736206055
11,0.30313289165496826,0.18092289566993713,5.165493488311768,0.29660239815711975,0.16093869507312775,6.445487976074219
12,0.3045673668384552,0.1806182861328125,5.313586235046387,0.33792468905448914,0.14246635138988495,8.212117195129395
13,0.3005508482456207,0.17708969116210938,5.1929473876953125,0.3461891710758209,0.15367743372917175,4.8411383628845215
14,0.29601791501045227,0.17219071090221405,5.240312099456787,0.30211204290390015,0.18266615271568298,5.27537727355957
15,0.3058297038078308,0.1857302188873291,5.334061145782471,0.30762165784835815,0.14751291275024414,4.826941967010498
16,0.3022722005844116,0.17977875471115112,5.2142252922058105,0.25619834661483765,0.163312166929245,5.717238903045654
17,0.302042692899704,0.17443789541721344,5.28156042098999,0.35215795040130615,0.17143817245960236,5.5915608406066895
18,0.30359190702438354,0.17535722255706787,5.259133338928223,0.31175389885902405,0.15905016660690308,5.410348415374756
19,0.30669039487838745,0.18113507330417633,4.825110912322998,0.32736456394195557,0.13731800019741058,5.716285705566406
20,0.30296075344085693,0.17726363241672516,5.195059299468994,0.2557392120361328,0.13587579131126404,5.882181644439697
0,0.30783796310424805,0.18107497692108154,5.49037504196167,0.28650137782096863,0.18896377086639404,7.016940593719482
1,0.30605921149253845,0.18077203631401062,5.3707685470581055,0.2975206673145294,0.133174329996109,4.864634037017822
2,0.3045099973678589,0.18543507158756256,5.145092010498047,0.26767677068710327,0.10582921653985977,5.298316478729248
3,0.3027312457561493,0.1761753410100937,5.0862579345703125,0.3126721680164337,0.1679593175649643,5.331785202026367
4,0.2996327877044678,0.17953330278396606,5.308280944824219,0.24793387949466705,0.15017949044704437,4.295864105224609
5,0.30904293060302734,0.18105384707450867,5.193269729614258,0.33654728531837463,0.1737251877784729,5.0031561851501465
6,0.2980261743068695,0.1763717383146286,5.202642917633057,0.30348944664001465,0.13292966783046722,6.12648344039917
7,0.30617398023605347,0.1786215752363205,5.112818717956543,0.3039485812187195,0.18228697776794434,5.084038734436035
8,0.30560019612312317,0.18198715150356293,4.99124813079834,0.26629936695098877,0.13778607547283173,4.750036239624023
9,0.30600184202194214,0.18652118742465973,5.073784351348877,0.23645547032356262,0.16689462959766388,4.942509174346924
10,0.3021000623703003,0.17958487570285797,5.380061626434326,0.29247015714645386,0.16552749276161194,5.648640155792236
11,0.31082165241241455,0.18074938654899597,4.916754722595215,0.272268146276474,0.1610274463891983,5.3869404792785645
12,0.3039935827255249,0.18107753992080688,5.042497634887695,0.35032138228416443,0.16586266458034515,6.078607082366943
13,0.3080101013183594,0.18223930895328522,5.109301567077637,0.3067033886909485,0.15876734256744385,5.359975814819336
14,0.3085838854312897,0.18182848393917084,5.012489318847656,0.2943066954612732,0.12503467500209808,5.124502182006836
