val_perf,val_loss,epoch,step,trn_perf
"{'F1': 0.3959324529293559, 'Acc': 0.6464646464646465, 'loss': 0.9530857680500417}",0.9530857680500417,0,544,
,,0,544,"{'F1': 0.2797322791855589, 'Acc': 0.49816387422538444, 'loss': 1.2784464742065569}"
"{'F1': 0.2307882629949387, 'Acc': 0.40128558310376494, 'loss': 1.758759371612383}",1.758759371612383,1,1089,
,,1,1089,"{'F1': 0.40122471377721985, 'Acc': 0.6754073904062429, 'loss': 0.8918476953965808}"
"{'F1': 0.3865429213953822, 'Acc': 0.5840220385674931, 'loss': 1.103878658750783}",1.103878658750783,2,1634,
,,2,1634,"{'F1': 0.4472614204374087, 'Acc': 0.71431030525591, 'loss': 0.7780496289423846}"
"{'F1': 0.44177012855193987, 'Acc': 0.6331496786042241, 'loss': 0.9009591237358425}",0.9009591237358425,3,2179,
,,3,2179,"{'F1': 0.48668479777643103, 'Acc': 0.7374340142299748, 'loss': 0.7089814883853317}"
"{'F1': 0.42525129413401996, 'Acc': 0.5927456382001837, 'loss': 1.0510577477406764}",1.0510577477406764,4,2724,
,,4,2724,"{'F1': 0.5298145392650199, 'Acc': 0.7581478081248566, 'loss': 0.6535573608831529}"
"{'F1': 0.47505230889573086, 'Acc': 0.6051423324150597, 'loss': 1.0321674321008765}",1.0321674321008765,5,3269,
,,5,3269,"{'F1': 0.5560231840902932, 'Acc': 0.7757057608446178, 'loss': 0.6015076614301139}"
"{'F1': 0.40577706643659106, 'Acc': 0.6616161616161617, 'loss': 1.5189014267230379}",1.5189014267230379,6,3814,
,,6,3814,"{'F1': 0.5841554419845404, 'Acc': 0.7888455359192105, 'loss': 0.5719680883468838}"
"{'F1': 0.5936487816827298, 'Acc': 0.7842056932966024, 'loss': 0.6037845244442207}",0.6037845244442207,7,4359,
,,7,4359,"{'F1': 0.6124676943088834, 'Acc': 0.8045673628643563, 'loss': 0.529129122785472}"
"{'F1': 0.5956814540270579, 'Acc': 0.7786960514233241, 'loss': 0.7105768245199452}",0.7105768245199452,8,4904,
,,8,4904,"{'F1': 0.6286351983590006, 'Acc': 0.8179366536607757, 'loss': 0.4987823869110247}"
"{'F1': 0.48346895616903457, 'Acc': 0.6910009182736455, 'loss': 0.9265846566877504}",0.9265846566877504,9,5449,
,,9,5449,"{'F1': 0.6522525317782154, 'Acc': 0.8296993344044067, 'loss': 0.46013153293810855}"
"{'F1': 0.6117811724035446, 'Acc': 0.7754820936639119, 'loss': 0.5878162427224974}",0.5878162427224974,10,5994,
,,10,5994,"{'F1': 0.6727183105592902, 'Acc': 0.8385930686252008, 'loss': 0.43651098526945903}"
"{'F1': 0.6030774335032315, 'Acc': 0.7910927456382002, 'loss': 0.6500306715783866}",0.6500306715783866,11,6539,
,,11,6539,"{'F1': 0.7004154199745966, 'Acc': 0.8579297681891209, 'loss': 0.38855275035998144}"
"{'F1': 0.6006023624945765, 'Acc': 0.7777777777777778, 'loss': 0.6386796513545341}",0.6386796513545341,12,7084,
,,12,7084,"{'F1': 0.7142706442165867, 'Acc': 0.8675694285058526, 'loss': 0.36458483931668306}"
"{'F1': 0.6114249686005069, 'Acc': 0.7617079889807162, 'loss': 0.7525042070858721}",0.7525042070858721,13,7629,
,,13,7629,"{'F1': 0.7317542510001538, 'Acc': 0.8780123938489787, 'loss': 0.33139864432565663}"
"{'F1': 0.6297734335138191, 'Acc': 0.7998163452708907, 'loss': 0.6201074298958807}",0.6201074298958807,14,8174,
,,14,8174,"{'F1': 0.7745736306590831, 'Acc': 0.8962015148037641, 'loss': 0.28598896198043033}"
"{'F1': 0.5689122174558954, 'Acc': 0.6804407713498623, 'loss': 1.010358986215315}",1.010358986215315,15,8719,
,,15,8719,"{'F1': 0.7794545601318463, 'Acc': 0.9072756483819142, 'loss': 0.2542455497001289}"
"{'F1': 0.5823058445638571, 'Acc': 0.743801652892562, 'loss': 0.9266194899876913}",0.9266194899876913,16,9264,
,,16,9264,"{'F1': 0.8111414429885718, 'Acc': 0.923399127840257, 'loss': 0.2181968221287115}"
"{'F1': 0.6194306797307607, 'Acc': 0.7741046831955923, 'loss': 0.8025817040731942}",0.8025817040731942,17,9809,
,,17,9809,"{'F1': 0.8400620740742445, 'Acc': 0.9324649988524214, 'loss': 0.18588065284928051}"
"{'F1': 0.6448498763707571, 'Acc': 0.7920110192837465, 'loss': 0.8254131076560505}",0.8254131076560505,18,10354,
,,18,10354,"{'F1': 0.8507001039465752, 'Acc': 0.9442276795960524, 'loss': 0.1548082987222513}"
"{'F1': 0.6404173783224272, 'Acc': 0.8071625344352618, 'loss': 0.8902814116166986}",0.8902814116166986,19,10899,
,,19,10899,"{'F1': 0.8857016387303098, 'Acc': 0.9491622676153316, 'loss': 0.1389277016931991}"
"{'F1': 0.6062523746836528, 'Acc': 0.7823691460055097, 'loss': 1.1930966277917225}",1.1930966277917225,20,11444,
,,20,11444,"{'F1': 0.883730400639337, 'Acc': 0.9562198760615103, 'loss': 0.12144889943814333}"
