val_ntxent_loss,epoch,step,trn_ntxent_loss
5.08754825592041,0,6370,
,0,6370,1.1516762971878052
1.6611202955245972,1,12741,
,1,12741,0.879938006401062
4.159354209899902,2,19112,
,2,19112,0.6399917602539062
4.455489158630371,3,25483,
,3,25483,0.3235832154750824
4.641393184661865,4,31854,
,4,31854,0.2613241672515869
0.452357679605484,5,38225,
,5,38225,0.2366444319486618
3.0109148025512695,6,44596,
,6,44596,0.18105436861515045
1.0383261442184448,7,50967,
,7,50967,0.1383887380361557
5.835756301879883,8,57338,
,8,57338,0.12896932661533356
2.7582197189331055,9,63709,
,9,63709,0.11791941523551941
3.73942232131958,10,70080,
,10,70080,0.10103153437376022
0.6082067489624023,11,76451,
,11,76451,0.10094024240970612
2.773104429244995,12,82822,
,12,82822,0.08475415408611298
0.8662660717964172,13,89193,
,13,89193,0.07776356488466263
1.4217860698699951,14,95564,
,14,95564,0.0754774957895279
2.3401689529418945,15,101935,
,15,101935,0.07210246473550797
4.874610424041748,16,108306,
,16,108306,0.06654053926467896
0.43905940651893616,17,114677,
,17,114677,0.06624828279018402
3.061328887939453,18,121048,
,18,121048,0.06690775603055954
2.1070590019226074,19,127419,
,19,127419,0.05988069251179695
1.9530946016311646,20,133790,
,20,133790,0.05483521521091461
3.6374831199645996,21,140161,
,21,140161,0.05454130843281746
4.144239902496338,22,146532,
,22,146532,0.058125339448451996
0.9312220215797424,23,152903,
,23,152903,0.04945201426744461
1.7567927837371826,24,159274,
,24,159274,0.05306202173233032
4.501914978027344,25,165645,
,25,165645,0.04939037561416626
2.2620058059692383,26,172016,
,26,172016,0.05692506209015846
1.371747374534607,27,178387,
,27,178387,0.047785114496946335
1.7423157691955566,28,184758,
,28,184758,0.04438548907637596
2.158226490020752,29,191129,
,29,191129,0.04184526950120926
2.309772253036499,30,197500,
,30,197500,0.045139871537685394
1.3083692789077759,31,203871,
,31,203871,0.03812278434634209
0.28656306862831116,32,210242,
,32,210242,0.037991639226675034
1.49948251247406,33,216613,
,33,216613,0.03871040418744087
2.771407127380371,34,222984,
,34,222984,0.03790608420968056
4.032526969909668,35,229355,
,35,229355,0.03664534538984299
1.5535446405410767,36,235726,
,36,235726,0.03211845085024834
2.6295952796936035,37,242097,
,37,242097,0.026076875627040863
2.313732147216797,38,248468,
,38,248468,0.03201265633106232
4.0211687088012695,39,254839,
,39,254839,0.028545845299959183
2.2338390350341797,40,261210,
,40,261210,0.028821483254432678
2.2219958305358887,41,267581,
,41,267581,0.02732340432703495
0.718255877494812,42,273952,
,42,273952,0.028384478762745857
1.2651219367980957,43,280323,
,43,280323,0.024870531633496284
0.9045218229293823,44,286694,
,44,286694,0.029140610247850418
1.5382027626037598,45,293065,
,45,293065,0.024535777047276497
2.5799052715301514,46,299436,
,46,299436,0.024820614606142044
2.6582512855529785,47,305807,
,47,305807,0.024432184174656868
2.721043109893799,48,312178,
,48,312178,0.025979645550251007
0.976944088935852,49,318549,
,49,318549,0.025183504447340965
3.4040768146514893,50,324920,
,50,324920,0.02422352321445942
